uid_a,uid_b,distance_a2b,distance_b2a
0.0,79.0,0.10853616064700221,0.321920023111673
0.0,80.0,0.21291482284939217,0.49613597711255286
0.0,81.0,0.11782417975811568,0.3571689399698553
0.0,82.0,0.2610441308632561,0.3915253828673171
0.0,83.0,0.12316556761184436,0.3067215620787643
0.0,84.0,0.10873013261304351,0.09820207175360111
0.0,85.0,0.29836972309155674,0.22580728566463537
0.0,86.0,0.1758496213864287,0.1758496213864287
0.0,87.0,0.12785605554394974,0.12785605554394974
0.0,88.0,0.16134640913634474,0.32186075218912985
0.0,89.0,0.1322472486466553,0.3528694664589675
0.0,90.0,0.24320793960642975,0.3303995913558575
0.0,91.0,0.11697228303068005,0.07623365893224807
0.0,92.0,0.1770440766832032,0.20343927270603376
0.0,93.0,0.13026866732287737,0.13026866732287737
0.0,94.0,0.14226221943407688,0.14226221943407688
0.0,95.0,0.1279726508978515,0.1279726508978515
0.0,96.0,0.2905288509507684,0.474577842721885
0.0,97.0,0.10086095425047059,0.387893452001155
0.0,98.0,0.12689715709702332,0.12689715709702332
0.0,99.0,0.2990811587120968,0.2418304369388076
1.0,0.0,0.5050699352666175,0.16807555136561803
0.0,0.0,0.0,0.0
1.0,2.0,0.4422940847855212,0.4422940847855212
1.0,3.0,0.3502193423381473,0.3502193423381473
1.0,4.0,0.5260317123854542,0.5260317123854542
1.0,5.0,0.516210458521797,0.20096905145263944
1.0,6.0,0.36670619464724885,0.15744305149221546
1.0,7.0,0.3656119401710881,0.2760681972276658
1.0,8.0,0.2893723746424463,0.12929225208981446
1.0,9.0,0.22517008290479446,0.22517008290479446
1.0,10.0,0.4792625121957517,0.4792625121957517
1.0,11.0,0.21090954782252627,0.21090954782252627
1.0,12.0,0.19917610463430455,0.16766935748524772
1.0,13.0,0.393435564785219,0.2709006302681514
1.0,14.0,0.40859270088284955,0.2731933327069094
1.0,15.0,0.18888226605703148,0.13238053779664616
1.0,16.0,0.41864912265902277,0.06325318157334968
1.0,17.0,0.318959369310873,0.18867068820985575
1.0,18.0,0.24558425496299394,0.24558425496299394
1.0,19.0,0.3379355876729496,0.3379355876729496
1.0,20.0,0.10213709221532939,0.15124617161393164
1.0,21.0,0.3203473041835732,0.3203473041835732
1.0,22.0,0.5087188030580672,0.5087188030580672
1.0,23.0,0.3687014377882001,0.3687014377882001
1.0,24.0,0.3132662997543541,0.3132662997543541
1.0,25.0,0.44274414812239415,0.44274414812239415
1.0,26.0,0.07716208540309706,0.2079605692141435
1.0,27.0,0.1478172437509451,0.19817123146339263
1.0,28.0,0.3224232038300927,0.3224232038300927
1.0,29.0,0.20996011796052083,0.17151581540404945
1.0,30.0,0.4924567266973176,0.4924567266973176
1.0,31.0,0.2751368620127397,0.25244805374920376
1.0,32.0,0.2538301493628559,0.2538301493628559
1.0,33.0,0.36349857178304873,0.14332696509808834
1.0,34.0,0.13113444604923047,0.13113444604923047
1.0,35.0,0.4125164087714338,0.05171438242966099
1.0,36.0,0.3295883518663903,0.3295883518663903
1.0,37.0,0.4224910836155774,0.15182823423721956
1.0,38.0,0.2073064728945788,0.2073064728945788
1.0,39.0,0.15998084290710024,0.15998084290710024
1.0,40.0,0.3930015860585018,0.3930015860585018
1.0,41.0,0.14829138086945343,0.14829138086945343
1.0,42.0,0.2894165254416477,0.2894165254416477
1.0,43.0,0.16387794027791458,0.16387794027791458
1.0,44.0,0.11524006298023365,0.11524006298023365
1.0,45.0,0.4590402239440283,0.2238155071522272
1.0,46.0,0.30796521540727484,0.30796521540727484
1.0,47.0,0.21748110375068794,0.21748110375068794
1.0,48.0,0.3429099077553991,0.3429099077553991
1.0,49.0,0.4258074414887116,0.1842216608718315
1.0,50.0,0.3856468818379388,0.3856468818379388
1.0,51.0,0.27586608103127547,0.27586608103127547
1.0,52.0,0.16661419850279252,0.16661419850279252
1.0,53.0,0.3039193267960034,0.3039193267960034
1.0,54.0,0.431483421996767,0.19196398309536575
1.0,55.0,0.21878505654748018,0.21878505654748018
1.0,56.0,0.4560796359639821,0.11055635167344466
1.0,57.0,0.2777179997438785,0.2777179997438785
1.0,58.0,0.24352769480024156,0.24352769480024156
1.0,59.0,0.3285066109707261,0.3285066109707261
1.0,60.0,0.24008763647389503,0.24008763647389503
1.0,61.0,0.39373157500439493,0.39373157500439493
1.0,62.0,0.29027731084905223,0.1794708978974274
1.0,63.0,0.3105184497361451,0.3105184497361451
1.0,64.0,0.5265836038455931,0.5265836038455931
1.0,65.0,0.3096470524815099,0.3096470524815099
1.0,66.0,0.22622050082129302,0.2029118999114894
1.0,67.0,0.41978012815231974,0.1838597276307449
1.0,68.0,0.37686999409919447,0.37686999409919447
1.0,69.0,0.4383619558276497,0.4383619558276497
1.0,70.0,0.0968651893202757,0.0968651893202757
1.0,71.0,0.43933233267701116,0.43933233267701116
1.0,72.0,0.2574683133681527,0.2574683133681527
1.0,73.0,0.4022512350817463,0.22268347193329724
1.0,74.0,0.3680569426197836,0.3680569426197836
1.0,75.0,0.15219587992439812,0.15219587992439812
1.0,76.0,0.45811149204235807,0.45811149204235807
1.0,77.0,0.3744776554884766,0.3744776554884766
1.0,78.0,0.13447456054745538,0.13447456054745538
1.0,79.0,0.31006583574740254,0.31006583574740254
1.0,80.0,0.09882886433396854,0.09882886433396854
1.0,81.0,0.20786110153815054,0.20786110153815054
1.0,82.0,0.259631277990486,0.259631277990486
1.0,83.0,0.23867739480896555,0.23867739480896555
1.0,84.0,0.4878042975023701,0.4878042975023701
1.0,85.0,0.3122901663136571,0.3122901663136571
1.0,86.0,0.15065647950672126,0.08549447050603452
1.0,87.0,0.28318680924041895,0.25003185512795983
1.0,88.0,0.27212346226464085,0.27212346226464085
1.0,89.0,0.18441410321113447,0.18441410321113447
1.0,90.0,0.2039338786766356,0.2039338786766356
1.0,91.0,0.44756738451351835,0.44756738451351835
1.0,92.0,0.31100448897310695,0.31100448897310695
1.0,93.0,0.43986619029588947,0.04750098511387685
1.0,94.0,0.42175901735239785,0.08381113401295359
1.0,95.0,0.42108930535563105,0.17848269759369914
1.0,96.0,0.05555700426880641,0.05555700426880641
1.0,97.0,0.41370912525091647,0.41370912525091647
1.0,98.0,0.36490382373244135,0.10605401464055697
1.0,99.0,0.2701376877870003,0.2701376877870003
2.0,0.0,0.16789719784365048,0.1950566527601806
2.0,1.0,0.4422940847855212,0.4422940847855212
0.0,0.0,0.0,0.0
2.0,3.0,0.2526960221861799,0.2526960221861799
2.0,4.0,0.1580010157718685,0.1580010157718685
2.0,5.0,0.1667027863341385,0.2736903606063963
2.0,6.0,0.22800718991859878,0.21714133866908125
2.0,7.0,0.19278735733606106,0.28703154495257344
2.0,8.0,0.3535099097455454,0.2066490858906639
2.0,9.0,0.45268716634567846,0.45268716634567846
2.0,10.0,0.08948058659229158,0.08948058659229158
2.0,11.0,0.3495946360857098,0.3495946360857098
2.0,12.0,0.31981456516406015,0.21755860534765312
2.0,13.0,0.11544886175017617,0.33928009367564016
2.0,14.0,0.15670294552592107,0.3332963243074978
2.0,15.0,0.3085028895638549,0.12127085120286227
2.0,16.0,0.06201985694276296,0.14869985724338552
2.0,17.0,0.4571508928484804,0.27228393859680466
2.0,18.0,0.22776273972327585,0.22776273972327585
2.0,19.0,0.19295246511211475,0.19295246511211475
2.0,20.0,0.441848474160748,0.23599581005195056
2.0,21.0,0.15921242087401866,0.15921242087401866
2.0,22.0,0.267509063368815,0.267509063368815
2.0,23.0,0.3241438690936424,0.3241438690936424
2.0,24.0,0.2244977720782925,0.2244977720782925
2.0,25.0,0.23982749201752826,0.23982749201752826
2.0,26.0,0.385004718850821,0.16381268427214038
2.0,27.0,0.3130560284063298,0.26287560718179964
2.0,28.0,0.3147585147306848,0.3147585147306848
2.0,29.0,0.3639211217167862,0.1675205797970606
2.0,30.0,0.26846013043607175,0.26846013043607175
2.0,31.0,0.39778492859602915,0.3055886180342968
2.0,32.0,0.3387500057358698,0.3387500057358698
2.0,33.0,0.12881368108711308,0.2164233646977578
2.0,34.0,0.3537188722480356,0.3537188722480356
2.0,35.0,0.262209142554236,0.10649275959387441
2.0,36.0,0.2838044005723768,0.2838044005723768
2.0,37.0,0.1798612442415148,0.20324046529844017
2.0,38.0,0.4895186267967753,0.4895186267967753
2.0,39.0,0.4215359491849999,0.4215359491849999
2.0,40.0,0.3672141022287173,0.3672141022287173
2.0,41.0,0.33252374567423726,0.33252374567423726
2.0,42.0,0.40480041132268035,0.40480041132268035
2.0,43.0,0.3491659218458909,0.3491659218458909
2.0,44.0,0.4997987643641123,0.4997987643641123
2.0,45.0,0.11814300680587496,0.2600462839856188
2.0,46.0,0.48504020002075926,0.48504020002075926
2.0,47.0,0.2763156596970304,0.2763156596970304
2.0,48.0,0.34187772414892553,0.34187772414892553
2.0,49.0,0.46772195981432607,0.2588802243694272
2.0,50.0,0.10340995177986102,0.10340995177986102
2.0,51.0,0.17065337701944744,0.17065337701944744
2.0,52.0,0.41295152491536125,0.41295152491536125
2.0,53.0,0.3142256440531649,0.3142256440531649
2.0,54.0,0.09386946793362225,0.24130581011099309
2.0,55.0,0.32793557112265315,0.32793557112265315
2.0,56.0,0.3639730181989125,0.09981806576134127
2.0,57.0,0.2675864079893027,0.2675864079893027
2.0,58.0,0.46919839777593153,0.46919839777593153
2.0,59.0,0.17859036635089684,0.17859036635089684
2.0,60.0,0.3010421207626318,0.3010421207626318
2.0,61.0,0.5202936177874866,0.5202936177874866
2.0,62.0,0.17069233834524494,0.10492176654142549
2.0,63.0,0.4665678275392584,0.4665678275392584
2.0,64.0,0.15983028126385274,0.15983028126385274
2.0,65.0,0.1361343156927502,0.1361343156927502
2.0,66.0,0.35009989255894003,0.25320866106033496
2.0,67.0,0.3849616830455726,0.19651605190788363
2.0,68.0,0.21418933027761256,0.21418933027761256
2.0,69.0,0.10113091349483022,0.10113091349483022
2.0,70.0,0.47548976582361735,0.47548976582361735
2.0,71.0,0.1363711536572274,0.1363711536572274
2.0,72.0,0.2074256079399307,0.2074256079399307
2.0,73.0,0.25303467868269186,0.2697711949627178
2.0,74.0,0.2302629953297668,0.2302629953297668
2.0,75.0,0.32079025944524175,0.32079025944524175
2.0,76.0,0.25595529233864495,0.25595529233864495
2.0,77.0,0.07010554480817922,0.07010554480817922
2.0,78.0,0.3340565323618509,0.3340565323618509
2.0,79.0,0.18171729671027165,0.18171729671027165
2.0,80.0,0.46661701629208774,0.46661701629208774
2.0,81.0,0.35591579065434414,0.35591579065434414
2.0,82.0,0.26012700116125115,0.26012700116125115
2.0,83.0,0.31813220283212834,0.31813220283212834
2.0,84.0,0.07971805198708122,0.07971805198708122
2.0,85.0,0.24191988658373914,0.24191988658373914
2.0,86.0,0.3223712975950123,0.10697260428890108
2.0,87.0,0.19630979279356675,0.2956037527298529
2.0,88.0,0.35242777723718793,0.35242777723718793
2.0,89.0,0.26221102732597557,0.26221102732597557
2.0,90.0,0.24289793347034616,0.24289793347034616
2.0,91.0,0.12190644341449329,0.12190644341449329
2.0,92.0,0.16113412677949027,0.16113412677949027
2.0,93.0,0.1952191785662172,0.10003484919764784
2.0,94.0,0.18095240042133295,0.12991916144621762
2.0,95.0,0.0728697838696549,0.23546391471167216
2.0,96.0,0.42901052107776416,0.42901052107776416
2.0,97.0,0.46315985011241173,0.46315985011241173
2.0,98.0,0.30929725671828334,0.10360429898185668
2.0,99.0,0.182526956764901,0.182526956764901
3.0,0.0,0.19365457277852505,0.15607461223129368
3.0,1.0,0.3502193423381473,0.3502193423381473
3.0,2.0,0.2526960221861799,0.2526960221861799
0.0,0.0,0.0,0.0
3.0,4.0,0.22600435169745114,0.22600435169745114
3.0,5.0,0.2084058200951174,0.2345755165018017
3.0,6.0,0.05962988878171697,0.17535000665051562
3.0,7.0,0.0943239785225652,0.21401491107078208
3.0,8.0,0.1280795569590128,0.2274190269572688
3.0,9.0,0.2688139228732406,0.2688139228732406
3.0,10.0,0.21827484309723744,0.21827484309723744
3.0,11.0,0.16263881588523474,0.16263881588523474
3.0,12.0,0.3541811031141447,0.14792428798476168
3.0,13.0,0.13832879835530235,0.2873915597860334
3.0,14.0,0.33502044269161957,0.2881527207844454
3.0,15.0,0.33554104940315804,0.08068664628980173
3.0,16.0,0.20944312207665006,0.1991453150093387
3.0,17.0,0.2194592737872726,0.269330895713602
3.0,18.0,0.2581065313027281,0.2581065313027281
3.0,19.0,0.33573953851240657,0.33573953851240657
3.0,20.0,0.29342849445020436,0.23942510570603912
3.0,21.0,0.12145293453436692,0.12145293453436692
3.0,22.0,0.18439684932506745,0.18439684932506745
3.0,23.0,0.08845195772017989,0.08845195772017989
3.0,24.0,0.053001115737007824,0.053001115737007824
3.0,25.0,0.1046043666342708,0.1046043666342708
3.0,26.0,0.335539485848676,0.16547884405214802
3.0,27.0,0.28640714801099715,0.26816158041416016
3.0,28.0,0.10322575611320124,0.10322575611320124
3.0,29.0,0.17027091745735573,0.22383753668142645
3.0,30.0,0.15980694066063142,0.15980694066063142
3.0,31.0,0.17619788850184245,0.2365441388204084
3.0,32.0,0.1307738229066579,0.1307738229066579
3.0,33.0,0.16603980464219278,0.200302698785695
3.0,34.0,0.22235169208382097,0.22235169208382097
3.0,35.0,0.09190576000093187,0.16378737960600875
3.0,36.0,0.07934488005648604,0.07934488005648604
3.0,37.0,0.11997436891112168,0.21066372795554825
3.0,38.0,0.28992100012301514,0.28992100012301514
3.0,39.0,0.2633885650932669,0.2633885650932669
3.0,40.0,0.1311689166581085,0.1311689166581085
3.0,41.0,0.32531616404844726,0.32531616404844726
3.0,42.0,0.17231650483768304,0.17231650483768304
3.0,43.0,0.353461779451364,0.353461779451364
3.0,44.0,0.34717307606250697,0.34717307606250697
3.0,45.0,0.17638845755500054,0.2766717467345556
3.0,46.0,0.25321751084079114,0.25321751084079114
3.0,47.0,0.3043022933853904,0.3043022933853904
3.0,48.0,0.11821181087321671,0.11821181087321671
3.0,49.0,0.2239731521369605,0.23184645258657174
3.0,50.0,0.17583318923670524,0.17583318923670524
3.0,51.0,0.17094794684874934,0.17094794684874934
3.0,52.0,0.24888909011513047,0.24888909011513047
3.0,53.0,0.1159290502080908,0.1159290502080908
3.0,54.0,0.30205540041248535,0.16295612562355238
3.0,55.0,0.35347859449196556,0.35347859449196556
3.0,56.0,0.15121130068625793,0.15400366465179258
3.0,57.0,0.10023748223227058,0.10023748223227058
3.0,58.0,0.2616462902503371,0.2616462902503371
3.0,59.0,0.28234450916892706,0.28234450916892706
3.0,60.0,0.11746127274970014,0.11746127274970014
3.0,61.0,0.3003245267576349,0.3003245267576349
3.0,62.0,0.187341866142711,0.1609344824777192
3.0,63.0,0.25497965192835487,0.25497965192835487
3.0,64.0,0.22528005238116597,0.22528005238116597
3.0,65.0,0.1996047987749898,0.1996047987749898
3.0,66.0,0.15779808133993467,0.1940708604134812
3.0,67.0,0.1546882610715488,0.09241711644422562
3.0,68.0,0.07654637597167968,0.07654637597167968
3.0,69.0,0.1713947743304487,0.1713947743304487
3.0,70.0,0.33023521778248655,0.33023521778248655
3.0,71.0,0.15250827413768756,0.15250827413768756
3.0,72.0,0.24348123274250255,0.24348123274250255
3.0,73.0,0.39806545665103554,0.29410817791184024
3.0,74.0,0.056550813356594384,0.056550813356594384
3.0,75.0,0.3090560635570389,0.3090560635570389
3.0,76.0,0.1444357241683196,0.1444357241683196
3.0,77.0,0.23256682056085623,0.23256682056085623
3.0,78.0,0.23193881013075407,0.23193881013075407
3.0,79.0,0.3000414158240153,0.3000414158240153
3.0,80.0,0.3188499914752398,0.3188499914752398
3.0,81.0,0.17634924218786716,0.17634924218786716
3.0,82.0,0.3390364532034075,0.3390364532034075
3.0,83.0,0.12119739623910644,0.12119739623910644
3.0,84.0,0.2359919433337365,0.2359919433337365
3.0,85.0,0.08496782986375562,0.08496782986375562
3.0,86.0,0.2166018920155116,0.11935631815363612
3.0,87.0,0.2593194875233045,0.2093404822084858
3.0,88.0,0.1323782993149733,0.1323782993149733
3.0,89.0,0.25075805351622266,0.25075805351622266
3.0,90.0,0.234542895899492,0.234542895899492
3.0,91.0,0.17249021047308616,0.17249021047308616
3.0,92.0,0.13296671478971306,0.13296671478971306
3.0,93.0,0.13148366308962545,0.13894369639529722
3.0,94.0,0.37151359912648235,0.1233435695098555
3.0,95.0,0.2828549152393586,0.17299622022599598
3.0,96.0,0.30921660101695386,0.30921660101695386
3.0,97.0,0.23590798093804677,0.23590798093804677
3.0,98.0,0.07505145089524591,0.0734604157381754
3.0,99.0,0.1541697050509977,0.1541697050509977
4.0,0.0,0.04447684071781194,0.08774037499652723
4.0,1.0,0.5260317123854542,0.5260317123854542
4.0,2.0,0.1580010157718685,0.1580010157718685
4.0,3.0,0.22600435169745114,0.22600435169745114
0.0,0.0,0.0,0.0
4.0,5.0,0.020893503365035065,0.2843416698280007
4.0,6.0,0.19775307826270527,0.17966197985015878
4.0,7.0,0.18104440810516864,0.06837666494860899
4.0,8.0,0.3428452237138552,0.3053632683469256
4.0,9.0,0.47165163770532564,0.47165163770532564
4.0,10.0,0.06924182885734646,0.06924182885734646
4.0,11.0,0.3731101259690716,0.3731101259690716
4.0,12.0,0.4487903342726323,0.20029996303819853
4.0,13.0,0.1343190483710795,0.2532981039717814
4.0,14.0,0.30205474392374987,0.2111105963217016
4.0,15.0,0.43394821731100225,0.1241403364688619
4.0,16.0,0.15070261141551436,0.22203023465281674
4.0,17.0,0.4358179241155626,0.317127247790405
4.0,18.0,0.34369738102247155,0.34369738102247155
4.0,19.0,0.3447132580806855,0.3447132580806855
4.0,20.0,0.4954219421344775,0.2609656714051458
4.0,21.0,0.2107976625597924,0.2107976625597924
4.0,22.0,0.15230075458203957,0.15230075458203957
4.0,23.0,0.2778800761949447,0.2778800761949447
4.0,24.0,0.23251527606936734,0.23251527606936734
4.0,25.0,0.15496105918367506,0.15496105918367506
4.0,26.0,0.4852806233288794,0.32686309681262793
4.0,27.0,0.4178289635675175,0.3706768984368089
4.0,28.0,0.29483748095961276,0.29483748095961276
4.0,29.0,0.38539950820021535,0.3629958655505212
4.0,30.0,0.15714248589480564,0.15714248589480564
4.0,31.0,0.3915857011305971,0.1884386350659803
4.0,32.0,0.34529329142664716,0.34529329142664716
4.0,33.0,0.19400134157639023,0.2087015091962345
4.0,34.0,0.41100143349732726,0.41100143349732726
4.0,35.0,0.19758563601679865,0.2542103408621825
4.0,36.0,0.26422594081469647,0.26422594081469647
4.0,37.0,0.12654491945948426,0.14482537602843454
4.0,38.0,0.5107514271802522,0.5107514271802522
4.0,39.0,0.4616427894525121,0.4616427894525121
4.0,40.0,0.3102711044933745,0.3102711044933745
4.0,41.0,0.44698668687004883,0.44698668687004883
4.0,42.0,0.39208026844015137,0.39208026844015137
4.0,43.0,0.46910870686742157,0.46910870686742157
4.0,44.0,0.5540273386965626,0.5540273386965626
4.0,45.0,0.06800265356475996,0.15227399355063098
4.0,46.0,0.4707192429320857,0.4707192429320857
4.0,47.0,0.39822116154660336,0.39822116154660336
4.0,48.0,0.3095467225986375,0.3095467225986375
4.0,49.0,0.40711135278110405,0.23159304778307852
4.0,50.0,0.17043228985322573,0.17043228985322573
4.0,51.0,0.25905353638885986,0.25905353638885986
4.0,52.0,0.44985764387872074,0.44985764387872074
4.0,53.0,0.3049705999107293,0.3049705999107293
4.0,54.0,0.23826444325122884,0.1953088899298317
4.0,55.0,0.45169035414465475,0.45169035414465475
4.0,56.0,0.27827029613852394,0.1414244866314484
4.0,57.0,0.28157759948415584,0.28157759948415584
4.0,58.0,0.4776141859039001,0.4776141859039001
4.0,59.0,0.30999629342471524,0.30999629342471524
4.0,60.0,0.32211279526152425,0.32211279526152425
4.0,61.0,0.4862705480128776,0.4862705480128776
4.0,62.0,0.264766707266592,0.2886856053204599
4.0,63.0,0.45506018365407774,0.45506018365407774
4.0,64.0,0.0344129064195449,0.0344129064195449
4.0,65.0,0.2460525430187686,0.2460525430187686
4.0,66.0,0.36756069200150265,0.3009496313220704
4.0,67.0,0.31788106953845585,0.23522489485387502
4.0,68.0,0.18266191997891545,0.18266191997891545
4.0,69.0,0.09142254851151708,0.09142254851151708
4.0,70.0,0.5320944775750899,0.5320944775750899
4.0,71.0,0.09013060011281836,0.09013060011281836
4.0,72.0,0.3227204754682472,0.3227204754682472
4.0,73.0,0.39421734693701893,0.18341956208587235
4.0,74.0,0.19811071580270986,0.19811071580270986
4.0,75.0,0.4324712443236138,0.4324712443236138
4.0,76.0,0.17020361062204165,0.17020361062204165
4.0,77.0,0.20740121809005474,0.20740121809005474
4.0,78.0,0.4019902627839506,0.4019902627839506
4.0,79.0,0.3261983178002917,0.3261983178002917
4.0,80.0,0.5226726220399566,0.5226726220399566
4.0,81.0,0.38104093991570287,0.38104093991570287
4.0,82.0,0.3994479236371205,0.3994479236371205
4.0,83.0,0.33581993807038635,0.33581993807038635
4.0,84.0,0.0795038349853092,0.0795038349853092
4.0,85.0,0.245290424779135,0.245290424779135
4.0,86.0,0.3912809981379085,0.23517662457489014
4.0,87.0,0.31915983785376084,0.17919391088313746
4.0,88.0,0.3492035315079526,0.3492035315079526
4.0,89.0,0.36610357164333457,0.36610357164333457
4.0,90.0,0.34682403975409837,0.34682403975409837
4.0,91.0,0.101118097362961,0.101118097362961
4.0,92.0,0.21737362053255793,0.21737362053255793
4.0,93.0,0.1248649586697497,0.19699159879015948
4.0,94.0,0.3325409832451969,0.21176191382287302
4.0,95.0,0.2216784877800781,0.20516083914059333
4.0,96.0,0.49869679555164764,0.49869679555164764
4.0,97.0,0.41060774704110176,0.41060774704110176
4.0,98.0,0.26559178992041466,0.1729749240580452
4.0,99.0,0.25915513415040975,0.25915513415040975
5.0,0.0,0.20204900612774862,0.20204900612774862
5.0,1.0,0.20096905145263944,0.516210458521797
5.0,2.0,0.2736903606063963,0.1667027863341385
5.0,3.0,0.2345755165018017,0.2084058200951174
5.0,4.0,0.2843416698280007,0.020893503365035065
0.0,0.0,0.0,0.0
5.0,6.0,0.1069288927546776,0.1069288927546776
5.0,7.0,0.2814223375459928,0.2814223375459928
5.0,8.0,0.11104231084462059,0.11104231084462059
5.0,9.0,0.17829506527859298,0.4560415999066106
5.0,10.0,0.06366485336276646,0.0775229195062323
5.0,11.0,0.2913042928440868,0.35796497002927546
5.0,12.0,0.09468770116163605,0.09468770116163605
5.0,13.0,0.1356483722935181,0.1356483722935181
5.0,14.0,0.18881502053531402,0.18881502053531402
5.0,15.0,0.22497223111964598,0.22497223111964598
5.0,16.0,0.15967589909207766,0.15967589909207766
5.0,17.0,0.0645828353707584,0.0645828353707584
5.0,18.0,0.2583619363415125,0.3405918298486564
5.0,19.0,0.064314098943774,0.3488077863904282
5.0,20.0,0.08130178106426202,0.08130178106426202
5.0,21.0,0.10070935627423812,0.20222840657703117
5.0,22.0,0.3924064964913417,0.13540766400370965
5.0,23.0,0.2668736067741994,0.258502087435949
5.0,24.0,0.3048771225004612,0.21806031253826244
5.0,25.0,0.32499120633963763,0.13486853132970866
5.0,26.0,0.30515753317631744,0.30515753317631744
5.0,27.0,0.13770337255929815,0.13770337255929815
5.0,28.0,0.1613753351894603,0.27742025052818015
5.0,29.0,0.2705969471200812,0.2705969471200812
5.0,30.0,0.27867245040250516,0.1380967756269541
5.0,31.0,0.1559832265921706,0.1559832265921706
5.0,32.0,0.21109865070718117,0.3289542371071016
5.0,33.0,0.09430234226454579,0.09430234226454579
5.0,34.0,0.20042376768842368,0.3989019815673033
5.0,35.0,0.18039238535711724,0.18039238535711724
5.0,36.0,0.11987693378011148,0.24715049760798558
5.0,37.0,0.1942407204653988,0.1942407204653988
5.0,38.0,0.2001181415181337,0.49445643412562157
5.0,39.0,0.08537822673855923,0.4477608265260047
